text,year
"When Mr. Graham emerged from his hourlong session in the magnetic resonance imaging machine, the researchers had no questions for him, but he did field an old-fashioned one from a reporter wondering what had most impressed him.",2004
By going on television at 9 p.m. tonight -- after the evening newscasts and minutes before the deadlines of morning newspapers -- Mr. Bush guaranteed that his explanation of the issue would take precedence over those of analysts.,2001
"The managers were aware of their own personal strengths and weaknesses, but also concluded that their staff members ""shared their negative, but not their positive, traits and feelings.",2019
These include the disclosure last week that his current chief of staff and another former House aide were resisting defense subpoenas and threatening to assert their Fifth Amendment rights against compelled self-incrimination if called to the stand in Mr. Safavian's trial.,2006
"Yet the rumors persist, if only because many World Bank officials say they would love to have him as the next president should Mr. Wolfensohn leave.",2004
"Israeli Jews cite a long history in Jerusalem dating back thousands of years, and even many on the left who support a Palestinian state think the embassy should be housed there.",2016
House Democrats said their bill included provisions that would help older Americans.,2009
"In a series of interviews and emails, Mr. Dell'Aquila cited numerous concerns.",2019
"The military's chief of staff, who opposed the coup, identified the rebellious officers as Gulenists.",2016
Specialists on Libya say that more likely he was killed by the authorities.,2011
Iran's government says that a new resolution would make it harder for the United States Congress to reject the deal.,2015
"Ivanka Trump repeatedly used a personal email account to conduct government business in 2017, a White House review found, a fact that raises the stakes on congressional oversight hearings that the new Democratic House majority will hold.",2018
